airquality,temperature,humidity,clear,red,green,blue,illuminance,time,steps,quality
0,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:36:12,15214,70
1,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:36:22,15214,70
2,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:36:32,15214,70
3,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:36:42,15214,70
4,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:36:52,15214,70
5,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:02,15214,70
6,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:12,15214,70
7,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:22,15214,70
8,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:32,15214,70
9,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:42,15214,70
10,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:37:52,15214,70
11,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:02,15214,70
12,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:12,15214,70
13,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:22,15214,70
14,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:32,15214,70
15,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:42,15214,70
16,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:38:52,15214,70
17,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:02,15214,70
18,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:13,15214,70
19,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:23,15214,70
20,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:33,15214,70
21,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:43,15214,70
22,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:39:53,15214,70
23,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:03,15214,70
24,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:13,15214,70
25,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:23,15214,70
26,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:33,15214,70
27,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:43,15214,70
28,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:40:53,15214,70
29,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:03,15214,70
30,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:13,15214,70
31,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:23,15214,70
32,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:33,15214,70
33,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:43,15214,70
34,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:41:53,15214,70
35,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:03,15214,70
36,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:13,15214,70
37,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:23,15214,70
38,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:33,15214,70
39,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:43,15214,70
40,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:42:53,15214,70
41,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:03,15214,70
42,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:13,15214,70
43,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:23,15214,70
44,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:33,15214,70
45,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:43,15214,70
46,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:43:53,15214,70
47,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:03,15214,70
48,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:13,15214,70
49,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:23,15214,70
50,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:33,15214,70
51,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:43,15214,70
52,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:44:53,15214,70
53,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:03,15214,70
54,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:14,15214,70
55,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:24,15214,70
56,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:34,15214,70
57,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:44,15214,70
58,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:45:54,15214,70
59,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:04,15214,70
60,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:14,15214,70
61,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:24,15214,70
62,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:34,15214,70
63,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:44,15214,70
64,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:46:54,15214,70
65,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:04,15214,70
66,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:14,15214,70
67,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:24,15214,70
68,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:34,15214,70
69,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:44,15214,70
70,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:47:54,15214,70
71,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:04,15214,70
72,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:14,15214,70
73,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:24,15214,70
74,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:34,15214,70
75,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:44,15214,70
76,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:48:54,15214,70
77,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:04,15214,70
78,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:14,15214,70
79,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:24,15214,70
80,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:34,15214,70
81,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:44,15214,70
82,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:49:54,15214,70
83,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:04,15214,70
84,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:14,15214,70
85,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:25,15214,70
86,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:35,15214,70
87,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:45,15214,70
88,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:50:55,15214,70
89,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:05,15214,70
90,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:15,15214,70
91,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:25,15214,70
92,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:35,15214,70
93,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:45,15214,70
94,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:51:55,15214,70
95,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:05,15214,70
96,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:15,15214,70
97,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:25,15214,70
98,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:35,15214,70
99,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:45,15214,70
100,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:52:55,15214,70
101,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:05,15214,70
102,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:15,15214,70
103,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:25,15214,70
104,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:35,15214,70
105,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:45,15214,70
106,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:53:55,15214,70
107,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:05,15214,70
108,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:15,15214,70
109,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:25,15214,70
110,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:35,15214,70
111,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:45,15214,70
112,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:54:55,15214,70
113,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:05,15214,70
114,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:15,15214,70
115,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:25,15214,70
116,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:35,15214,70
117,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:45,15214,70
118,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:55:56,15214,70
119,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:06,15214,70
120,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:16,15214,70
121,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:26,15214,70
122,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:36,15214,70
123,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:46,15214,70
124,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:56:56,15214,70
125,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:06,15214,70
126,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:16,15214,70
127,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:26,15214,70
128,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:36,15214,70
129,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:46,15214,70
130,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:57:56,15214,70
131,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:06,15214,70
132,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:16,15214,70
133,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:26,15214,70
134,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:36,15214,70
135,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:46,15214,70
136,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:58:56,15214,70
137,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:06,15214,70
138,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:16,15214,70
139,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:26,15214,70
140,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:36,15214,70
141,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:46,15214,70
142,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 00:59:56,15214,70
143,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:06,15214,70
144,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:16,15214,70
145,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:26,15214,70
146,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:36,15214,70
147,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:46,15214,70
148,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:00:56,15214,70
149,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:06,15214,70
150,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:16,15214,70
151,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:26,15214,70
152,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:37,15214,70
153,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:47,15214,70
154,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:01:57,15214,70
155,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:07,15214,70
156,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:17,15214,70
157,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:27,15214,70
158,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:37,15214,70
159,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:47,15214,70
160,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:02:57,15214,70
161,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:07,15214,70
162,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:17,15214,70
163,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:27,15214,70
164,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:37,15214,70
165,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:47,15214,70
166,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:03:57,15214,70
167,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:07,15214,70
168,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:17,15214,70
169,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:27,15214,70
170,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:37,15214,70
171,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:47,15214,70
172,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:04:57,15214,70
173,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:07,15214,70
174,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:17,15214,70
175,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:27,15214,70
176,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:37,15214,70
177,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:47,15214,70
178,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:05:57,15214,70
179,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:07,15214,70
180,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:17,15214,70
181,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:27,15214,70
182,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:37,15214,70
183,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:47,15214,70
184,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:06:57,15214,70
185,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:07,15214,70
186,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:18,15214,70
187,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:28,15214,70
188,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:38,15214,70
189,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:48,15214,70
190,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:07:58,15214,70
191,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:08,15214,70
192,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:18,15214,70
193,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:28,15214,70
194,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:38,15214,70
195,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:48,15214,70
196,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:08:58,15214,70
197,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:08,15214,70
198,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:18,15214,70
199,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:28,15214,70
200,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:38,15214,70
201,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:48,15214,70
202,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:09:58,15214,70
203,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:08,15214,70
204,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:18,15214,70
205,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:28,15214,70
206,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:38,15214,70
207,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:48,15214,70
208,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:10:58,15214,70
209,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:08,15214,70
210,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:18,15214,70
211,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:28,15214,70
212,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:38,15214,70
213,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:48,15214,70
214,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:11:58,15214,70
215,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:08,15214,70
216,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:18,15214,70
217,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:28,15214,70
218,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:38,15214,70
219,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:48,15214,70
220,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:12:59,15214,70
221,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:09,15214,70
222,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:19,15214,70
223,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:29,15214,70
224,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:39,15214,70
225,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:49,15214,70
226,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:13:59,15214,70
227,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:09,15214,70
228,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:19,15214,70
229,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:29,15214,70
230,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:39,15214,70
231,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:49,15214,70
232,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:14:59,15214,70
233,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:09,15214,70
234,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:19,15214,70
235,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:29,15214,70
236,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:39,15214,70
237,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:49,15214,70
238,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:15:59,15214,70
239,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:09,15214,70
240,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:19,15214,70
241,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:29,15214,70
242,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:39,15214,70
243,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:49,15214,70
244,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:16:59,15214,70
245,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:09,15214,70
246,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:19,15214,70
247,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:29,15214,70
248,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:39,15214,70
249,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:49,15214,70
250,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:17:59,15214,70
251,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:18:09,15214,70
252,384.96,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:18:20,15214,70
253,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:18:30,15214,70
254,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:18:40,15214,70
255,382.31,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:18:50,15214,70
256,380.99,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:00,15214,70
257,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:10,15214,70
258,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:20,15214,70
259,383.63,30.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:30,15214,70
260,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:40,15214,70
261,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:19:50,15214,70
262,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:00,15214,70
263,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:10,15214,70
264,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:20,15214,70
265,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:30,15214,70
266,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:40,15214,70
267,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:20:50,15214,70
268,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:21:00,15214,70
269,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:21:10,15214,70
270,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:21:20,15214,70
271,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:21:30,15214,70
272,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:21:40,15214,70
273,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:21:50,15214,70
274,384.96,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:00,15214,70
275,382.31,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:10,15214,70
276,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:20,15214,70
277,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:30,15214,70
278,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:40,15214,70
279,384.96,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:22:50,15214,70
280,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:23:00,15214,70
281,382.31,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:23:10,15214,70
282,383.63,29.0,59.0,0,0,0,0,0.0,2017-03-25 01:23:20,15214,70
283,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:23:30,15214,70
284,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:23:41,15214,70
285,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:23:51,15214,70
286,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:01,15214,70
287,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:11,15214,70
288,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:21,15214,70
289,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:31,15214,70
290,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:41,15214,70
291,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:24:51,15214,70
292,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:01,15214,70
293,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:11,15214,70
294,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:21,15214,70
295,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:31,15214,70
296,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:41,15214,70
297,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:25:51,15214,70
298,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:01,15214,70
299,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:11,15214,70
300,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:21,15214,70
301,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:31,15214,70
302,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:41,15214,70
303,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:26:51,15214,70
304,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:01,15214,70
305,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:11,15214,70
306,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:21,15214,70
307,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:31,15214,70
308,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:41,15214,70
309,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:27:51,15214,70
310,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:01,15214,70
311,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:11,15214,70
312,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:21,15214,70
313,382.31,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:31,15214,70
314,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:41,15214,70
315,384.96,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:28:51,15214,70
316,383.63,29.0,58.0,0,0,0,0,0.0,2017-03-25 01:29:01,15214,70
