airquality, temperature, humidity, clear, red, green, blue, illuminance, timestamp
3, 0, 0, 0, 0, 0.0, 2017-03-24 00:34:39.968278+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:34:50.555992+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:00.584434+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:10.609710+05:30
390.29, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:20.634765+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:30.668550+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:40.696583+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:35:50.731388+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:00.761569+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:10.787278+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:20.813112+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:30.847007+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:40.869320+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:36:50.884808+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:00.910128+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:10.936172+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:20.961537+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:30.996500+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:41.015024+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:37:51.041140+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:01.067354+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:11.092587+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:21.118003+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:31.143484+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:41.164675+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:38:51.192771+05:30
390.29, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:01.218186+05:30
395.69, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:11.243285+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:21.268626+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:31.293560+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:41.321343+05:30
390.29, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:39:51.340664+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:01.360964+05:30
392.98, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:11.384604+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:21.410515+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:31.444609+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:41.481106+05:30
394.33, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:40:51.520683+05:30
391.64, 29.00, 57.00, 0, 0, 0, 0, 0.0, 2017-03-24 00:41:01.546159+05:30
