airquality, temperature, humidity, clear, red, green, blue, illuminance, timestamp
33, 0, 0, 0, 0, 0.0, 2017-03-27 01:11:42.788465+05:30
273.96, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:11:53.360499+05:30
274.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:03.398086+05:30
281.17, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:13.426303+05:30
279.09, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:23.460773+05:30
277.03, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:33.497502+05:30
278.06, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:43.527526+05:30
279.09, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:12:53.574587+05:30
277.03, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:03.611558+05:30
282.21, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:13.639996+05:30
281.17, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:23.665435+05:30
278.06, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:33.700371+05:30
280.13, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:43.725758+05:30
277.03, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:13:53.751452+05:30
271.92, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:03.786575+05:30
287.47, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:13.814826+05:30
288.53, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:23.841272+05:30
285.36, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:33.877070+05:30
285.36, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:43.903763+05:30
283.26, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:14:53.929151+05:30
278.06, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:03.963642+05:30
280.13, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:13.992857+05:30
274.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:24.018043+05:30
272.94, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:34.051253+05:30
266.89, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:44.085329+05:30
262.91, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:15:54.107062+05:30
259.96, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:04.140905+05:30
257.03, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:14.167751+05:30
253.17, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:24.195507+05:30
251.25, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:34.220488+05:30
248.40, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:44.254378+05:30
249.35, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:16:54.282533+05:30
257.03, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:04.315911+05:30
263.90, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:14.352612+05:30
257.03, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:24.380548+05:30
258.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:34.415282+05:30
260.94, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:44.450821+05:30
259.96, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:17:54.482193+05:30
255.09, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:04.509925+05:30
259.96, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:14.543948+05:30
259.96, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:24.572120+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:34.606031+05:30
268.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:44.634014+05:30
268.89, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:18:54.659341+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:04.679457+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:14.713180+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:24.741194+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:34.766255+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:44.800516+05:30
262.91, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:19:54.825825+05:30
265.89, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:04.849382+05:30
261.92, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:14.883121+05:30
265.89, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:24.904054+05:30
263.90, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:34.928822+05:30
258.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:44.960491+05:30
258.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:20:54.985684+05:30
254.13, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:05.004563+05:30
253.17, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:15.038549+05:30
251.25, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:25.066369+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:35.094373+05:30
258.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:45.127388+05:30
255.09, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:21:55.164038+05:30
259.96, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:05.192241+05:30
256.06, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:15.217198+05:30
247.45, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:25.253740+05:30
303.69, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:35.281735+05:30
297.12, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:45.326973+05:30
249.35, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:22:55.363285+05:30
266.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:05.391368+05:30
263.90, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:15.416660+05:30
268.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:25.453434+05:30
264.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:35.481473+05:30
261.92, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:45.533258+05:30
258.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:23:55.569876+05:30
256.06, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:05.597756+05:30
255.09, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:15.623077+05:30
258.98, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:25.656498+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:35.678895+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:45.705104+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:24:55.739346+05:30
269.90, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:05.760398+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:15.785642+05:30
265.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:25.820151+05:30
264.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:35.856193+05:30
267.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:45.884000+05:30
272.94, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:25:55.918058+05:30
270.91, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:05.945745+05:30
262.91, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:15.971011+05:30
268.89, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:26.005050+05:30
261.92, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:36.032986+05:30
256.06, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:46.058191+05:30
252.21, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:26:56.091961+05:30
249.35, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:27:06.128251+05:30
246.51, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:27:16.156878+05:30
250.30, 30.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-27 01:27:26.187722+05:30
