airquality, temperature, humidity, clear, red, green, blue, illuminance, timestamp
394, 0, 0, 0, 0, 0.0, 2017-03-23 00:52:36.615010+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:52:47.148164+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:52:57.181941+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:07.209771+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:17.234899+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:27.259826+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:37.287838+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:47.304463+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:53:57.340211+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:07.373258+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:17.401196+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:27.433026+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:37.469984+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:47.497939+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:54:57.526779+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:07.563563+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:17.587712+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:27.621782+05:30
391.64, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:37.659081+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:47.686904+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:55:57.714790+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:07.751876+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:17.780033+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:27.814164+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:37.851222+05:30
395.69, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:47.879318+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:56:57.899761+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:07.933720+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:17.955371+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:27.980694+05:30
394.33, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:38.012187+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:48.037331+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:57:58.063758+05:30
392.98, 28.00, 59.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:08.097119+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:18.125818+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:28.150972+05:30
395.69, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:38.186605+05:30
391.64, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:48.214341+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:58:58.235254+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:08.269649+05:30
391.64, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:18.305189+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:28.333197+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:38.367638+05:30
395.69, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:48.387743+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 00:59:58.408414+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:08.442079+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:18.473685+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:28.501637+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:38.536738+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:48.573672+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:00:58.602930+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:08.638069+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:18.671965+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:28.692989+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:38.718191+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:48.752323+05:30
391.64, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:01:58.780607+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:08.807060+05:30
391.64, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:18.843817+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:28.871808+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:38.905006+05:30
392.98, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:48.939578+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:02:58.967604+05:30
394.33, 29.00, 58.00, 0, 0, 0, 0, 0.0, 2017-03-23 01:03:08.992822+05:30
